more_detail_link,media_img,hotel_name,money,rating,tax,distance
https://www.booking.com/hotel/in/airport-residency-bangalore-north.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=0&hapos=0&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=564131602_213181800_2_42_0&highlighted_blocks=564131602_213181800_2_42_0&matching_block_id=564131602_213181800_2_42_0&sr_pri_blocks=564131602_213181800_2_42_0__2711040&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/305777783.webp?k=d37d6557e7e1c219043cd5f2ea9a3f5b834844691c73b84c484c77e74e99bfab&o=&s=1,"['Airport Residency', 'Opens in new window']","₹ 27,110","5.3
Review score
326 reviews","+₹ 3,253 taxes and charges",300 m from Kempegowda International Airport
https://www.booking.com/hotel/in/taj-bangalore-kempegowda-international-airport1.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=162884501_256457778_2_42_0&highlighted_blocks=162884501_256457778_2_42_0&matching_block_id=162884501_256457778_2_42_0&sr_pri_blocks=162884501_256457778_2_42_0__19525000&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/68575709.webp?k=e84e305b991292ae1863d4fc5175faa08bcdae020567289b379c24621fda3158&o=&s=1,"['Taj Bangalore', 'Opens in new window']","₹ 195,250","9.0
Wonderful
1,210 reviews","+₹ 35,145 taxes and charges",400 m from Kempegowda International Airport
https://www.booking.com/hotel/in/oyo-27798-cosmopolitan-bangalore12.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=455250002_328156204_2_1_0&highlighted_blocks=455250002_328156204_2_1_0&matching_block_id=455250002_328156204_2_1_0&sr_pri_blocks=455250002_328156204_2_1_0__2387071&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/267626786.webp?k=8e6769add7d3315760d87e789016def65a52b55ccfbc3f7198ccce9631b9835b&o=&s=1,"['Capital O 27798 Hotel Cosmopolitan', 'Opens in new window']","₹ 23,871","4.3
Review score
140 reviews",+₹ 480 taxes and charges,3.7 km from Kempegowda International Airport
https://www.booking.com/hotel/in/terminal-view-bangalore.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=589726601_232051534_2_41_0&highlighted_blocks=589726601_232051534_2_41_0&matching_block_id=589726601_232051534_2_41_0&sr_pri_blocks=589726601_232051534_2_41_0__3200000&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/231151278.webp?k=f7db92fb9cf31815426a4655e5641e125d982453f5ca8990bc32a1cfa85e648a&o=&s=1,"['Airport Residency', 'Opens in new window']","₹ 32,000","5.3
Review score
20 reviews","+₹ 3,840 taxes and charges",4.5 km from Kempegowda International Airport
https://www.booking.com/hotel/in/click-bangalore.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=678587702_277087732_0_1_0&highlighted_blocks=678587702_277087732_0_1_0&matching_block_id=678587702_277087732_0_1_0&sr_pri_blocks=678587702_277087732_0_1_0__5820000&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/273047874.webp?k=7acb32a71bd99125cdfd26a8bd64ca5f9ce1737398dd967add1a3d9f772e5d1f&o=&s=1,"['Click Hotel Bangalore', 'Opens in new window']","₹ 58,200","8.7
Excellent
306 reviews","+₹ 6,984 taxes and charges",6.8 km from Kempegowda International Airport
https://www.booking.com/hotel/in/airport-regency.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=437718102_289829676_2_2_0&highlighted_blocks=437718102_289829676_2_2_0&matching_block_id=437718102_289829676_2_2_0&sr_pri_blocks=437718102_289829676_2_2_0__3040000&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/329320828.webp?k=7c9391bd9f639d9d2ae23ec0201d2c68ec9a93ae378462a496727f3e253cabbe&o=&s=1,"['Airport Regency', 'Opens in new window']","₹ 30,400","8.2
Very Good
509 reviews","+₹ 3,648 taxes and charges",6.6 km from Kempegowda International Airport
https://www.booking.com/hotel/in/regenta-inn-by-royal-orchid-hotels-ltd.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=187915602_269942200_2_42_0&highlighted_blocks=187915602_269942200_2_42_0&matching_block_id=187915602_269942200_2_42_0&sr_pri_blocks=187915602_269942200_2_42_0__4132515&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/74395197.webp?k=4b268b69dbdf437be4b22c7ea136558ce5aced430abbe76cafeded8ec609916d&o=&s=1,"['Regenta Inn Devanahalli Bangalore, Airport Road', 'Opens in new window']","₹ 41,325","6.4
Review score
191 reviews","+₹ 4,959 taxes and charges",6.9 km from Kempegowda International Airport
https://www.booking.com/hotel/in/jn-guestline.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=486189901_159549162_0_42_0&highlighted_blocks=486189901_159549162_0_42_0&matching_block_id=486189901_159549162_0_42_0&sr_pri_blocks=486189901_159549162_0_42_0__3200000&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/190456742.webp?k=4f0eecd15d3dce058a5e45bbc34925d31e346dc8eccd1e593b20661c70edd318&o=&s=1,"['JN Guestline', 'Opens in new window']","₹ 32,000","7.9
Good
127 reviews","+₹ 3,840 taxes and charges",6.9 km from Kempegowda International Airport
https://www.booking.com/hotel/in/presidency-kempegowda-international-airport.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=171064801_244635773_0_2_0&highlighted_blocks=171064801_244635773_0_2_0&matching_block_id=171064801_244635773_0_2_0&sr_pri_blocks=171064801_244635773_0_2_0__3472000&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/76194814.webp?k=309fc0e260909606a8466384c1a0aa9c9bfa14a72dc1337846ca43de09cc96f6&o=&s=1,"['Hotel Presidency Bangalore Airport', 'Opens in new window']","₹ 34,720","6.8
Review score
156 reviews","+₹ 4,166 taxes and charges",0.9 km from Kempegowda International Airport
https://www.booking.com/hotel/in/oyo-22101-shree-raksha-comfort-bangalore12.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=455687302_328156228_2_1_0&highlighted_blocks=455687302_328156228_2_1_0&matching_block_id=455687302_328156228_2_1_0&sr_pri_blocks=455687302_328156228_2_1_0__2123666&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/252229142.webp?k=aac22e4e41801815de093b98085bce73d78622bdb61751fec01b143bb1d34861&o=&s=1,"['OYO Flagship 22101 Green Leaf International 2', 'Opens in new window']","₹ 21,237","4.0
Review score
13 reviews",+₹ 480 taxes and charges,6.5 km from Kempegowda International Airport
https://www.booking.com/hotel/in/housefinch.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=704265301_295247271_2_1_0&highlighted_blocks=704265301_295247271_2_1_0&matching_block_id=704265301_295247271_2_1_0&sr_pri_blocks=704265301_295247271_2_1_0__1497600&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/325672325.webp?k=080237f7d78e6160b54f09388bec224148a29ad27dd2ed6499e52857d6a07c43&o=&s=1,"['Hotel Housefinch Residency', 'Opens in new window']","₹ 14,976","7.0
Good
59 reviews",Includes taxes and fees,7.7 km from Kempegowda International Airport
https://www.booking.com/hotel/in/purple-cloud.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=327649502_139562835_2_1_0&highlighted_blocks=327649502_139562835_2_1_0&matching_block_id=327649502_139562835_2_1_0&sr_pri_blocks=327649502_139562835_2_1_0__4447625&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/141250979.webp?k=3361e44434412d5401b48d331ded88c1d79f1886b89937f5569cd610cac79294&o=&s=1,"['Purple Cloud Hotel', 'Opens in new window']","₹ 44,476","8.0
Very Good
447 reviews","+₹ 5,337 taxes and charges",7 km from Kempegowda International Airport
https://www.booking.com/hotel/in/airport-city-bangalore.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=560392901_210150849_2_2_0&highlighted_blocks=560392901_210150849_2_2_0&matching_block_id=560392901_210150849_2_2_0&sr_pri_blocks=560392901_210150849_2_2_0__2861910&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/222824100.webp?k=5686ea68dd3c6796a241a2c67266ad4bced04a458ead45132f7646847bd8dc03&o=&s=1,"['Hotel Airport City', 'Opens in new window']","₹ 28,619","7.9
Good
151 reviews","+₹ 3,434 taxes and charges",7.1 km from Kempegowda International Airport
https://www.booking.com/hotel/in/orange-suites-amp-inn.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=484012401_158365006_2_2_0&highlighted_blocks=484012401_158365006_2_2_0&matching_block_id=484012401_158365006_2_2_0&sr_pri_blocks=484012401_158365006_2_2_0__3219840&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/228849822.webp?k=276091e8759367aa2fac1923687c0390b1d996bc20af864d8c2861f2575de1c2&o=&s=1,"['Orange Suites & Inn Near Bangalore Airport', 'Opens in new window']","₹ 32,198","7.1
Good
202 reviews","+₹ 3,864 taxes and charges",8.7 km from Kempegowda International Airport
https://www.booking.com/hotel/in/harsha-residency-bangalore.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=648434601_331758858_2_1_0&highlighted_blocks=648434601_331758858_2_1_0&matching_block_id=648434601_331758858_2_1_0&sr_pri_blocks=648434601_331758858_2_1_0__1778866&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/281647792.webp?k=ae1c1a6348662c8c4d4e7ecc6c7783c903ba10ea5cc23d78e1f62ce144cde9ef&o=&s=1,"['Vaccinated Staff- OYO 75854 Hotel Harsha Residency', 'Opens in new window']","₹ 17,789","8.0
Very Good
17 reviews","+₹ 2,615 taxes and charges",8.6 km from Kempegowda International Airport
https://www.booking.com/hotel/in/oyo-11419-surya-residency-bangalore123456.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=306866902_330351003_2_1_0&highlighted_blocks=306866902_330351003_2_1_0&matching_block_id=306866902_330351003_2_1_0&sr_pri_blocks=306866902_330351003_2_1_0__1958406&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/255241317.webp?k=2a92b9e502d1422c00e61871236dd80a6843aadbce42ee59516b0df1babfbfef&o=&s=1,"['OYO Flagship 11419 Surya Residency', 'Opens in new window']","₹ 19,584","5.7
Review score
22 reviews",+₹ 480 taxes and charges,8.7 km from Kempegowda International Airport
https://www.booking.com/hotel/in/ranna-northgate.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=301274201_239091512_2_42_0&highlighted_blocks=301274201_239091512_2_42_0&matching_block_id=301274201_239091512_2_42_0&sr_pri_blocks=301274201_239091512_2_42_0__3153600&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/222391864.webp?k=306b85db493723b7d761950e68fa421aadf71788f90bdc88cd95bc2f071de820&o=&s=1,"['Silicon Inn', 'Opens in new window']","₹ 31,536","7.8
Good
129 reviews","+₹ 3,784 taxes and charges",9.3 km from Kempegowda International Airport
https://www.booking.com/hotel/in/avora-tree-by-rivido.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=606278601_273508592_2_42_0&highlighted_blocks=606278601_273508592_2_42_0&matching_block_id=606278601_273508592_2_42_0&sr_pri_blocks=606278601_273508592_2_42_0__4800000&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/251113475.webp?k=2150a5cd1e7ad47611ead8904ea7d7d07d16f27c8655ef8e289d29923619794a&o=&s=1,"['Hotel Avora Tree Kempegowda Airport Road', 'Opens in new window']","₹ 48,000","7.9
Good
101 reviews","+₹ 5,760 taxes and charges",9.1 km from Kempegowda International Airport
https://www.booking.com/hotel/in/oyo-townhouse-106-airport-road-bangalore12.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=498731703_330579360_2_1_0&highlighted_blocks=498731703_330579360_2_1_0&matching_block_id=498731703_330579360_2_1_0&sr_pri_blocks=498731703_330579360_2_1_0__2927676&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/271846109.webp?k=b5c633fbe892b9dfcdbbf993a6c38f04d42937e7415dc13878facfd75e30159e&o=&s=1,"['Vaccinated Staff- OYO Townhouse 106 Airport Road', 'Opens in new window']","₹ 29,277","7.9
Good
7 reviews","+₹ 3,993 taxes and charges",9.3 km from Kempegowda International Airport
https://www.booking.com/hotel/in/vee-suites.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540577&all_sr_blocks=222460008_145856381_2_42_0&highlighted_blocks=222460008_145856381_2_42_0&matching_block_id=222460008_145856381_2_42_0&sr_pri_blocks=222460008_145856381_2_42_0__2400000&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/244304715.webp?k=658548e1ae0e6b0ff62646f23b41a21d989094a7e09a882469612f157e323d39&o=&s=1,"['Vee Suites', 'Opens in new window']","₹ 24,000","7.0
Good
10 reviews","+₹ 2,880 taxes and charges",9.6 km from Kempegowda International Airport
https://www.booking.com/hotel/in/sv-dreamstay.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=0&hapos=25&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540594&all_sr_blocks=693535001_285460401_2_0_0&highlighted_blocks=693535001_285460401_2_0_0&matching_block_id=693535001_285460401_2_0_0&sr_pri_blocks=693535001_285460401_2_0_0__2014560&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/284726019.webp?k=63531a0bd957968cb848a812a4ee332cf0295cf4eba71ca5cfd95142ae20112f&o=&s=1,"['SV Dreamstay', 'Opens in new window']","₹ 20,146","7.5
Good
4 reviews","+₹ 2,417 taxes and charges",9.3 km from Kempegowda International Airport
https://www.booking.com/hotel/in/oyo-67280-rvs-silverkey.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540594&all_sr_blocks=608421402_341542436_2_1_0&highlighted_blocks=608421402_341542436_2_1_0&matching_block_id=608421402_341542436_2_1_0&sr_pri_blocks=608421402_341542436_2_1_0__2156782&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/329662175.webp?k=6c098d70da5a4589de9a31dcc49b272ab25a3073ca154a5d327de78433a4280e&o=&s=1,"['OYO Flagship 67280 Elite Transit Stay', 'Opens in new window']","₹ 21,568","3.0
Review score
3 reviews","+₹ 2,588 taxes and charges",9.1 km from Kempegowda International Airport
https://www.booking.com/hotel/in/sm-royal-stay.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540594&all_sr_blocks=621840704_295238293_2_1_0&highlighted_blocks=621840704_295238293_2_1_0&matching_block_id=621840704_295238293_2_1_0&sr_pri_blocks=621840704_295238293_2_1_0__2396441&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/246938442.webp?k=3067f2fe8ca9f16972cb7ea89f4fae50d3a1e5a0f2f374c2b364e46b968a801d&o=&s=1,"['Treebo Trend S M Royal Stay Near Airport', 'Opens in new window']","₹ 23,964","7.1
Good
31 reviews","+₹ 2,876 taxes and charges",10.2 km from Kempegowda International Airport
https://www.booking.com/hotel/in/sports-icon-suites.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540594&all_sr_blocks=597457102_243889709_0_2_0&highlighted_blocks=597457102_243889709_0_2_0&matching_block_id=597457102_243889709_0_2_0&sr_pri_blocks=597457102_243889709_0_2_0__1438560&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/260396939.webp?k=fa37fb216b761a12eee2e9e868823dfba0a3655f186bc125c3e32a9777aced63&o=&s=1,"['Sports Icon Suites', 'Opens in new window']","₹ 14,386","7.3
Good
9 reviews",Includes taxes and fees,11.3 km from Kempegowda International Airport
https://www.booking.com/hotel/in/spot-on-48879-gn-comforts.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540594&all_sr_blocks=567507902_341609048_2_1_0&highlighted_blocks=567507902_341609048_2_1_0&matching_block_id=567507902_341609048_2_1_0&sr_pri_blocks=567507902_341609048_2_1_0__1794298&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/328234477.webp?k=0a75046d740441c64ad856015d1970e9ad76d754ac092896ce527835cd5c6b82&o=&s=1,"['OYO 48879 GN Comforts', 'Opens in new window']","₹ 17,943","1.9
Review score
8 reviews",+₹ 480 taxes and charges,11.1 km from Kempegowda International Airport
https://www.booking.com/hotel/in/gateway-suites-bangalore.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540594&all_sr_blocks=691966505_332894409_0_42_0&highlighted_blocks=691966505_332894409_0_42_0&matching_block_id=691966505_332894409_0_42_0&sr_pri_blocks=691966505_332894409_0_42_0__2160000&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/286896903.webp?k=2b57252873b1a86eb7bdac34b16c441e2edfd8ddd8368f5ecca84e29c2703eb0&o=&s=1,"['Gateway Suites', 'Opens in new window']","₹ 21,600","8.1
Very Good
15 reviews","+₹ 2,592 taxes and charges",11.2 km from Kempegowda International Airport
https://www.booking.com/hotel/in/air-avenue-suite.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540594&all_sr_blocks=461164702_304542182_2_42_0&highlighted_blocks=461164702_304542182_2_42_0&matching_block_id=461164702_304542182_2_42_0&sr_pri_blocks=461164702_304542182_2_42_0__3200000&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/258257973.webp?k=82e6c00bc2ac5f9cb375572591dcf35042d5944fcc9a3e4b9ba1a3a4c71ea22e&o=&s=1,"['Air Avenue Hotel', 'Opens in new window']","₹ 32,000","8.6
Excellent
182 reviews","+₹ 3,840 taxes and charges",11.3 km from Kempegowda International Airport
https://www.booking.com/hotel/in/tranzotel-bangalore-airport.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540594&all_sr_blocks=198158004_94081982_2_2_0&highlighted_blocks=198158004_94081982_2_2_0&matching_block_id=198158004_94081982_2_2_0&sr_pri_blocks=198158004_94081982_2_2_0__1904000&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/92427375.webp?k=5a47f4cc2372457b136d50a0b204481ae330a92632472e156bc23792a350e34f&o=&s=1,"['Tranzotel Bangalore Airport Hotel', 'Opens in new window']","₹ 19,040","7.5
Good
103 reviews","+₹ 2,285 taxes and charges",11.2 km from Kempegowda International Airport
https://www.booking.com/hotel/in/airport-gateway.html?label=BLR&sid=428ba0028bf6d928d014ce18adfa0425&aid=358577&ucfs=1&arphpl=1&checkin=2021-12-15&checkout=2021-12-31&dest_id=7995&dest_type=airport&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=9fc21baf17f40058&srepoch=1639540594&all_sr_blocks=88491902_239961646_0_34_0&highlighted_blocks=88491902_239961646_0_34_0&matching_block_id=88491902_239961646_0_34_0&sr_pri_blocks=88491902_239961646_0_34_0__2724480&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/square600/241839780.webp?k=00b170211081afae0a5c41dea10fda86a9a1689fbe6515d71b5192a25d367c3d&o=&s=1,"['Airport Gateway Hotel', 'Opens in new window']","₹ 27,245","7.9
Good
94 reviews","+₹ 3,269 taxes and charges",11.3 km from Kempegowda International Airport
